code.perron-transition	navigator, ratio, receiver	P(s→t)=w_st·v_t/(λ·v_s); Σ_t P(s→t)=1 when Σ_t w_st·v_t=λ·v_s	a positive Perron mode normalizes nonnegative edge weights into a transition law	v_s≠0, λ≠0, row eigen-equation; P≥0 needs w≥0, v>0, λ>0	L:Foundation/ReceiverCodeCost:perronTransition_normalized; L:Foundation/ReceiverCodeCost:perronTransition_nonnegative	formal-checked	uses:compression.perron-code-balance
learn.rank-one-update	deposition, constitution	res(M′, H + xx*, B + yx*) = res(M, H, B) + (y − Mx)(g*(H + xx*) − x*) + E(H + xx*),  M′ = M + (y − Mx)g* + E;  Gram and cross increments: (x+dx)(x+dx)* − xx* = dx x* + x dx* + dx dx*	one rank-one accumulated update changes the normal residual by an exact gain term and the supplied correction, so a gain receipt preserves the residual	finite complex matrices	L:Physics/AccumulatedNormalResponse:rankOne_update_residual_identity; L:Physics/AccumulatedNormalResponse:normalResidual_preserved_of_gain_receipt; L:Physics/AccumulatedNormalResponse:gram_increment; L:Physics/AccumulatedNormalResponse:cross_increment	formal-checked	uses:learn.normal-law
learn.proxy-target	deposition, ratio	t = W f + σ g,  t − W f = σ g,  proxy cross = B + t f*	a covector enters the normal law as a proxy target whose residual is exactly the scaled covector	real σ	L:Physics/AccumulatedNormalResponse:normalProxyTarget_residual_eq_scaled_covector; L:Physics/AccumulatedNormalResponse:normalProxyCross_eq_updatedCross	formal-checked	uses:info.learning-covector
learn.gram-operator-bound	constitution	Σ_j |(A*A)_ij| ≤ G ∀i ⇒ ‖A‖ ≤ √G;  Schur test with row sums ≤ R, column sums ≤ C bounds ‖A x‖	taking the complex Gram product before the entrywise bound keeps cancellation between modes; a bound on the current operator, not its previous envelope	G ≥ 0	L:Physics/AccumulatedNormalResponse:gram_operator_bound; L:Physics/AccumulatedNormalResponse:square_schur_operator_bound	formal-checked	
learn.paired-current-fibre	deposition, constitution, compression	R = span{(x_i, y_i)} ⊆ V × W;  y_i = M x_i ∀i ⇒ w = M v on all of R;  source projection of R = span{x_i};  (v, w) ∈ R ⇔ (0, w − w₀) ∈ R given (v, w₀) ∈ R;  at most one return per admitted source when a linear law fits	paired samples retain their complete vertical relation; a declared linear constitutive law checked on the spanning pairs extends exactly over the span, and the vertical fibre is the zero-source part	ℚ-linear presentations	L:Computation/HolonicConstitutiveFibre:paired_span_return; L:Computation/HolonicConstitutiveFibre:sourceSpan_iff_paired_source; L:Computation/HolonicConstitutiveFibre:vertical_fibre_iff_zero_source_difference; L:Computation/HolonicConstitutiveFibre:unique_return_on_sourceSpan	formal-checked	uses:learn.normal-law
learn.unobserved-direction	deposition, compression	observed sources span only the first axis: the zero map and the second-axis map differ on (0,1), a direction outside the observed source span;  a zero-source/nonzero-target pair obstructs every linear first-axis return	samples fix a constitutive law only on their source span; an unobserved direction leaves distinct laws that agree on everything seen	ℚ² witnesses	L:Computation/HolonicConstitutiveFibre:maps_differ_on_unobserved_second_axis; L:Computation/HolonicConstitutiveFibre:unobserved_secondAxis_direction_not_in_observedSourceSpan; L:Computation/HolonicConstitutiveFibre:zeroSource_nonzeroTarget_obstructsLinearMap	counterexample	uses:infer.finite-prefix-alternatives
learn.paired-rechart	deposition, swing	forming the paired relation commutes with recharting its spanning pairs: pairs(e_V x, e_W y) = (e_V × e_W)(pairs(x, y))	an explicit rechart of sources and returns transports the whole paired-current relation	ℚ-linear equivalences	L:Computation/HolonicConstitutiveFibre:pairedCurrentSubmodule_rechart; L:Computation/HolonicConstitutiveFibre:mem_rechartedPairedSubmodule_iff	formal-checked	uses:learn.paired-current-fibre
predict.marginals-not-joint	receiver, compression	packets 011, 101, 110 with equal weights: every marginal = 2/3 > 1/2, yet 111 ∉ joint face;  even and odd parity supports on two bits: equal marginals ½, different joint faces	strict marginal majorities can all hold while the componentwise-true whole is absent; marginals do not determine a joint prediction, whose face is the compatible-potential image of the source ensemble	finite equally weighted witnesses	L:Computation/JointReceiverWitness:strictMarginalMajority_is_absent; L:Computation/JointReceiverWitness:parity_jointFaces_differ; L:Computation/JointReceiverWitness:parity_marginals_agree; L:Computation/JointReceiverWitness:jointFace_is_potential	counterexample	obstructs:predict.joint-future-section
fibre.tensor-face-keeps-sign	receiver, contact, compression	the singleton tensor slot of the addressed pair-current section is injective;  opposite signed currents have equal aggregate magnitude but different tensor faces, and no function of the magnitude recovers the tensor face	the complete pair-current tensor face keeps the sign that a magnitude receiver erases	addressed pair section over a ring	L:Computation/HolonicPairCurrentTensorFace:pairCurrentTensorFace_injective; L:Computation/HolonicPairCurrentTensorFace:signedControl_no_tensor_descent; L:Computation/HolonicPairCurrentTensorFace:signedControl_sameMagnitude	formal-checked	uses:relevance.causal-tail-lens
fibre.vertical-collapse	deposition, compression	return-mass kernel = span of vertical basis vectors e_i − e_zero;  two returns over one source differ by a vertical difference: (x, y) ∈ R ⇔ (0, y − y₀) ∈ R	a rational finite return fibre collapses exactly along the mass-preserving vertical directions; observed outputs over a source translate by their retained vertical difference	n > 0 outputs	L:Computation/HolonicConstitutiveFibreCollapse:vertical_span_eq_mass_kernel; L:Computation/HolonicConstitutiveFibreCollapse:same_source_outputs_vertical_difference; L:Computation/HolonicConstitutiveFibreCollapse:translate_admitted_output_iff; L:Computation/HolonicConstitutiveFibreCollapse:fibre_collapse	formal-checked	uses:learn.paired-current-fibre
quotient.dependent-totalization	compression, navigator	a dependent transport over changing shapes totalizes as one sigma-type state, exact on every word;  one reconfiguration exposing a collapsed distinction obstructs every fixed-chart descent	changing incidence or carrier does not escape mathematics: the dependent population is one fixed state type, but a fixed classical chart fails as soon as a reconfiguration separates what it merged	DependentTransport	L:Computation/DependentMachineLearningCarrier:totalizationEveryWordExact; L:Computation/DependentMachineLearningCarrier:separatedReconfiguration_obstructsEveryFixedDescent	formal-checked	uses:quotient.strict-lift
quotient.bisimulation-not-identity	compression, navigator, receiver	the dynamic quotient relation is a CSLib forward simulation and, for total deterministic navigators, a bisimulation; every native execution projects with its label word;  two unequal native occurrences share one classical state under that bisimulation	operational equivalence (even bisimulation) is strictly weaker than native occurrence identity and its reconstruction fibre	DynamicReceiverChart as labelled transition systems	L:Computation/CslibExecutionReceiver:quotientRelation_isBisimulation; L:Computation/CslibExecutionReceiver:executionProjects; L:Computation/CslibExecutionReceiver:bisimulationRetainsDistinctNativeOccurrences	formal-checked	uses:quotient.ml-chart-descent
context.situated-cut	receiver, tube, holarchy, aeon	P ⊆ occurrences closed under predecessors;  cut(P) = incidences crossing P ⊕ retained interfaces to its interiors;  context_F = restriction of cut(P) to what participates through the admitted transport and future receivers of F;  serial joins cancel the matched middle face by the pullback equality, and span composition keeps both clocks, faces and obstructions	context is the situated causal boundary over intersecting trees of occurrences, carrying current, storage, constitution, changing incidence and interior return; a text prefix, condition port or array is one face of it, and a local law's source restriction and condition are its operands, not its definition	admitted event-order chart; no global synchronized lattice, no store of every ancestor	D:HNN_FORMULA.md#context-is-a-situated-causal-boundary; L:Foundation/AddressedBoundary:boundary_join; L:Transport/WorldTube:comp; L:Transport/WorldTube:split_rejoin_preserves_completeFace	definition	uses:holon.addressed-boundary-join, uses:tube.clocked-span, uses:receipt.memory-is-generated
release.decision-rule	receiver, receipt	rule = (name, within ∈ {Release, Hold}, beyond ∈ {Hold, Widen(τ′), Ask, ReleaseCoarser, NoContinuation(r)});  w ≤ τ ⇒ within;  w > τ ⇒ beyond, an unoffered probe, coarser invariant or bridge ⇒ Hold;  release(rule, options) is refused where ReleaseLaw.sound fails	the declared decision law as data, so a backend takes the decision as a value; every return is checked like any law's and the library supplies no default	declared tolerance τ; exact width w	L:Foundation/ReceiverRelease:ReleaseLaw; L:Foundation/ReceiverRelease:ReleaseReturn; R:holonics::receiver::release::DecisionRule; R:holonics::receiver::release::WithinTolerance; R:holonics::receiver::release::BeyondTolerance; R:holonics::hnn::port::ExecutionPort::release	definition	uses:release.width, specializes:receipt.release-returns
release.receiving-fibre-width	receiver, ratio	Re f_c = n_c + k_c/L + ε_c, 0 ≤ ε_c < 1/L;  ℓ_t(f) = −f_t + log₂ Σ_c 2^(f_c):  ℓ_t(f) − ℓ_t(f − ε) ∈ [ε_t − max_c ε_c, ε_t − min_c ε_c];  w = max_(j,c) ε_(j,c) < 1/L_R = τ	the release reads its width from its receiving phases: the largest fibre bounds how far any code length moves over the receiver's fibre, below the grain it tolerates; zero exactly when every logit sits on its cell's representative	grain L_R ≥ 1; sup norm over the window's phases and classes	L:HNN/Ratio:face_code_length_within_grain; L:HNN/Ratio:face_constant_on_fibre; R:holonics::hnn::port::release_width	proved-derived	uses:hnn.face-grain-fibre, uses:release.width
release.ride-found-reading	receiver, compression, parametron	drive = the receiving ring's anchor v_R(e_last), its real and imaginary node parts;  λ = W_K/W_C (proportional branch weights);  d = r + e, r ∈ ker(K − λC), e ⟂_C;  C = Bᵀ W_C B singular ⇒ declared absence	the release reports its RIDE/FOUND split as a reading against the receiving ring's parametron; campaign 1's unit-weight cycle rings have a singular capacity, so the split is a declared absence until C_g is declared	C nonsingular for a present split	L:Compression/Core/Resonance:split_exists_unique; R:holonics::hnn::port::resonance_reading; R:holonics::compression::resonance_split	definition	uses:compression.resonance-split
receiver.heard-reached-future-kernels	receiver, receipt, deposition, compression	heard: F_now δ ≠ 0;  null at a grain: F δ = 0;  ker F_fut ⊆ ker F_now;  listened: A_R δ ≠ 0 for the reached-action map A_R;  heard, not listened: ker A_R ∖ ker F_now;  Holarchy-null: ⋂_(r,w) ker(r∘T_w);  act is a lawful standing ⇔ ∀δ, ¬Listened δ → δ future-null;  range F* = (ker F)^⊥ (dual annihilator);  Q_R = 0 ⇒ the receiver's stored energy is null on every state, at zero bond power	nullity is always relative to a receiver, a grain and an admitted future; visibility to a future face is not listening, which needs the difference to reach a locus's constitution or carried remainder	linear chart; the current receiver among the admitted ones; A_R includes the locus clock; for nonlinear states the equivalence x ∼ y ⇔ F(x) = F(y)	L:Holarchy/Hearing:Heard; L:Holarchy/Hearing:Listened; L:Holarchy/Hearing:HearingLaw; L:Holarchy/Hearing:futureNull_le_ker_present; L:Holarchy/Hearing:futureNull_of_retain_eq; L:Holarchy/Hearing:act_is_standing_iff; L:Holarchy/Hearing:heard_not_listened_refutes_standing; L:Holarchy/Hearing:mem_pulledBack_iff; L:Holarchy/Hearing:zero_storage_receiver_hears_without_storing; L:Foundation/CausalRelevance:futureCollapsed_le_presentCollapsed; L:Foundation/Standing:futureAgreement_of_retain_eq; D:ELEMENTARY_OBJECTS.md#10-receipt; N:2026-09-25_THE_MUSIC_IS_IN_THE_HOLES_HEARING_MULTIPLIES_BY_ZETA_AND_A_QUASICRYSTAL_IS_A_HELIX_THAT_NEVER_LOCKS.md	formal-checked	uses:info.relevance-kernel, uses:info.standing-quotient
